blog_post_url	source	views	registration	conversion
https://blog.bookly.com/learning/courses/editing/novel-revision-understanding-craft/	blog_post_url	21.0	21.0	100.0
https://blog.bookly.com/learning/courses/writing/short-story/submitting-your-work/	blog_post_url	21.0	21.0	100.0
https://blog.bookly.com/learning/courses/writing/3-act-story-structure//	blog_post_url	21.0	21.0	100.0
https://blog.bookly.com/learning/courses/distribution/	blog_post_url	35.0	21.0	60.0
https://blog.bookly.com/learning/courses/marketing/growing-influence-non-fiction-platform/	blog_post_url	35.0	21.0	60.0
https://blog.bookly.com/manuscript-format//	blog_post_url	161.0	91.0	56.52173913043478
https://blog.bookly.com/writing-contests/page/3//	blog_post_url	42.0	21.0	50.0
https://blog.bookly.com/book-cover-makers//	blog_post_url	91.0	42.0	46.15384615384615
https://blog.bookly.com/writing-publishing-resources/	blog_post_url	56.0	21.0	37.5
https://blog.bookly.com/character-motivation//	blog_post_url	56.0	21.0	37.5
https://blog.bookly.com/best-self-publishing-companies//	blog_post_url	56.0	21.0	37.5
https://blog.bookly.com/self-publishing-a-family-memoir/	blog_post_url	56.0	21.0	37.5
https://blog.bookly.com/learning/courses/marketing/author-blog/	blog_post_url	56.0	21.0	37.5
https://blog.bookly.com/learning/courses/publishing/inside-a-big-5-publisher/	blog_post_url	56.0	21.0	37.5
https://blog.bookly.com/character-development//	blog_post_url	574.0	196.0	34.146341463414636
https://blog.bookly.com/learning/courses/writing/	blog_post_url	273.0	91.0	33.33333333333333
https://blog.bookly.com/10-exercises-to-become-a-better-writer/	blog_post_url	140.0	42.0	30.0
https://blog.bookly.com/live/amazon-popularity-list/	blog_post_url	70.0	21.0	30.0
https://blog.bookly.com/novlr/	blog_post_url	70.0	21.0	30.0
https://blog.bookly.com/how-to-start-writing-a-book/	blog_post_url	196.0	56.0	28.57142857142857
https://blog.bookly.com/how-to-publish-on-apple-books/	blog_post_url	126.0	35.0	27.77777777777778
https://blog.bookly.com/learning/courses/design/book-design-101/	blog_post_url	126.0	35.0	27.77777777777778
https://blog.bookly.com/cost-professional-author-website/	blog_post_url	77.0	21.0	27.27272727272727
https://blog.bookly.com/work-with-a-ghostwriter/	blog_post_url	77.0	21.0	27.27272727272727
https://blog.bookly.com/creative-writing-prompts/contests/41/	blog_post_url	77.0	21.0	27.27272727272727
https://blog.bookly.com/creative-writing-prompts/mystery/page/2/	blog_post_url	77.0	21.0	27.27272727272727
https://blog.bookly.com/how-to-write-a-book-proposal//	blog_post_url	868.0	203.0	23.387096774193548
https://blog.bookly.com/learning/courses/writing/writing-dialogue/	blog_post_url	91.0	21.0	23.076923076923077
https://blog.bookly.com/writing-exercises/outlining/	blog_post_url	91.0	21.0	23.076923076923077
https://blog.bookly.com/novel-writing-software//	blog_post_url	98.0	21.0	21.428571428571427
https://blog.bookly.com/largest-book-publishers//	blog_post_url	196.0	42.0	21.428571428571427
https://blog.bookly.com/author-websites-tips/	blog_post_url	273.0	56.0	20.51282051282051
https://blog.bookly.com/worldbuilding-guide//	blog_post_url	343.0	70.0	20.408163265306122
https://blog.bookly.com/freelancer/7-top-tips-for-creating-a-great-professional-profile-on-bookly/	blog_post_url	105.0	21.0	20.0
https://blog.bookly.com/character-profile//	blog_post_url	364.0	70.0	19.230769230769234
https://blog.bookly.com/podcast/	blog_post_url	126.0	21.0	16.666666666666664
https://blog.bookly.com/plot-twist-ideas-examples//	blog_post_url	126.0	21.0	16.666666666666664
https://blog.bookly.com/guide/point-of-view//	blog_post_url	252.0	42.0	16.666666666666664
https://blog.bookly.com/how-to-get-an-isbn//	blog_post_url	126.0	21.0	16.666666666666664
https://blog.bookly.com/character-profile/	blog_post_url	34069.0	5439.0	15.964659954797616
https://blog.bookly.com/learning/courses/writing/the-ten-commandments-of-writing-ya-novels/	blog_post_url	140.0	21.0	15.0
https://blog.bookly.com/category/perfecting-craft/	blog_post_url	140.0	21.0	15.0
https://blog.bookly.com/creative-writing-prompts/contests/43/	blog_post_url	140.0	21.0	15.0
https://blog.bookly.com/learning/courses/writing/childrens-books-right-age/	blog_post_url	777.0	112.0	14.414414414414415
https://blog.bookly.com/freelancer/	blog_post_url	147.0	21.0	14.285714285714285
https://blog.bookly.com/manuscript-format/	blog_post_url	7448.0	1064.0	14.285714285714285
https://blog.bookly.com/how-to-write-a-book-proposal/	blog_post_url	8267.0	1176.0	14.225232853513972
https://blog.bookly.com/how-to-write-a-novel//	blog_post_url	301.0	42.0	13.953488372093023
https://blog.bookly.com/how-to-write-a-thriller//	blog_post_url	161.0	21.0	13.043478260869565
https://blog.bookly.com/writing-memoir-tips-for-finding-your-memoirs-theme-by-julia-scheeres/	blog_post_url	161.0	21.0	13.043478260869565
https://blog.bookly.com/stories/	blog_post_url	161.0	21.0	13.043478260869565
https://blog.bookly.com/bookbub-for-authors/	blog_post_url	322.0	42.0	13.043478260869565
https://blog.bookly.com/how-to-write-a-nonfiction-book/	blog_post_url	161.0	21.0	13.043478260869565
https://blog.bookly.com/how-does-bookly-select-its-publishing-professionals/	blog_post_url	182.0	21.0	11.538461538461538
https://blog.bookly.com/creative-writing-prompts/contests/44/	blog_post_url	798.0	91.0	11.403508771929824
https://blog.bookly.com/worldbuilding-guide/	blog_post_url	17346.0	1918.0	11.057304277643262
https://blog.bookly.com/marketing-value-professional-book-cover/	blog_post_url	196.0	21.0	10.714285714285714
https://blog.bookly.com/6-steps-for-building-your-author-mailing-list-through-giveaways/	blog_post_url	420.0	42.0	10.0
https://blog.bookly.com/writing-exercises/plot-development/	blog_post_url	210.0	21.0	10.0
https://blog.bookly.com/independent-publishers/page/3/	blog_post_url	217.0	21.0	9.67741935483871
https://blog.bookly.com/poetry-editor/	blog_post_url	378.0	35.0	9.25925925925926
https://blog.bookly.com/literary-magazines//	blog_post_url	231.0	21.0	9.090909090909092
https://blog.bookly.com/how-to-write-a-book//	blog_post_url	476.0	42.0	8.823529411764707
https://blog.bookly.com/creative-writing-prompts/page/4/	blog_post_url	252.0	21.0	8.333333333333332
https://blog.bookly.com/creative-writing-prompts/contests/	blog_post_url	672.0	56.0	8.333333333333332
https://blog.bookly.com/character-development-exercises/	blog_post_url	3822.0	308.0	8.058608058608058
https://blog.bookly.com/writing-contests//	blog_post_url	4298.0	343.0	7.980456026058631
https://blog.bookly.com/ingramspark/	blog_post_url	1897.0	147.0	7.7490774907749085
https://blog.bookly.com/how-to-submit-a-book-proposal/	blog_post_url	826.0	63.0	7.627118644067797
https://blog.bookly.com/creative-writing-prompts/contests/45/	blog_post_url	742.0	56.0	7.547169811320755
https://blog.bookly.com/learning/courses/	blog_post_url	938.0	70.0	7.462686567164178
https://blog.bookly.com/author-bio/	blog_post_url	11907.0	882.0	7.4074074074074066
https://blog.bookly.com/amazon-ads-for-authors-case-studies/	blog_post_url	1050.0	77.0	7.333333333333333
https://blog.bookly.com/blog-to-book/	blog_post_url	287.0	21.0	7.317073170731707
https://blog.bookly.com/book-marketing-ideas/	blog_post_url	1281.0	91.0	7.103825136612022
https://blog.bookly.com/how-to-format-a-book/	blog_post_url	5992.0	392.0	6.5420560747663545
https://blog.bookly.com/creative-writing-prompts/romance/page/2/	blog_post_url	322.0	21.0	6.521739130434782
https://blog.bookly.com/character-development/	blog_post_url	11410.0	742.0	6.5030674846625764
https://blog.bookly.com/make-your-own-cookbook/	blog_post_url	3703.0	238.0	6.427221172022684
https://blog.bookly.com/writing-contests/page/2/	blog_post_url	546.0	35.0	6.41025641025641
https://blog.bookly.com/book-promotion-services//	blog_post_url	329.0	21.0	6.382978723404255
https://blog.bookly.com/how-to-get-book-reviews/	blog_post_url	1428.0	91.0	6.372549019607843
https://blog.bookly.com/ebook-distribution/	blog_post_url	1225.0	77.0	6.2857142857142865
https://blog.bookly.com/plotters-pantsers/	blog_post_url	560.0	35.0	6.25
https://blog.bookly.com/what-is-ghostwriting/	blog_post_url	343.0	21.0	6.122448979591836
https://bookly.com/discovery/blog/kindle-cloud-reader	blog_post_url	924.0	56.0	6.0606060606060606
https://blog.bookly.com/how-to-start-a-novel/	blog_post_url	581.0	35.0	6.024096385542169
https://blog.bookly.com/book-review-blogs//	blog_post_url	959.0	56.0	5.839416058394161
https://blog.bookly.com/facebook-ads-for-authors-mark-dawson-interview/	blog_post_url	364.0	21.0	5.769230769230769
https://blog.bookly.com/learning/courses/writing/how-to-write-romance/	blog_post_url	364.0	21.0	5.769230769230769
https://blog.bookly.com/creative-writing-prompts/drama/	blog_post_url	1099.0	63.0	5.7324840764331215
https://blog.bookly.com/three-act-structure/	blog_post_url	8960.0	490.0	5.46875
https://blog.bookly.com/what-is-proofreading/	blog_post_url	1043.0	56.0	5.369127516778524
https://blog.bookly.com/character-name-generator/language/	blog_post_url	392.0	21.0	5.357142857142857
https://blog.bookly.com/writing-contests/	blog_post_url	30128.0	1603.0	5.320631970260223
https://blog.bookly.com/amazon-self-publishing/	blog_post_url	1064.0	56.0	5.263157894736842
https://blog.bookly.com/how-to-write-a-short-story//	blog_post_url	413.0	21.0	5.084745762711865
https://blog.bookly.com/learning/courses/writing/short-story/introduction-to-short-story-writing/	blog_post_url	413.0	21.0	5.084745762711865
https://blog.bookly.com/self-publishing-vs-traditional-publishing/	blog_post_url	833.0	42.0	5.042016806722689
https://blog.bookly.com/how-to-write-a-query-letter/	blog_post_url	7994.0	399.0	4.99124343257443
https://blog.bookly.com/how-to-choose-book-titles/	blog_post_url	1834.0	91.0	4.961832061068702
https://blog.bookly.com/plot-point/	blog_post_url	2562.0	126.0	4.918032786885246
https://blog.bookly.com/where-to-submit-short-stories/	blog_post_url	7056.0	343.0	4.861111111111112
https://blog.bookly.com/how-to-become-a-novelist/	blog_post_url	434.0	21.0	4.838709677419355
https://blog.bookly.com/line-editing/	blog_post_url	1484.0	70.0	4.716981132075472
https://blog.bookly.com/book-design/	blog_post_url	1190.0	56.0	4.705882352941177
https://blog.bookly.com/writing-fantasy/	blog_post_url	11228.0	525.0	4.675810473815462
https://blog.bookly.com/guide/nanowrimo/	blog_post_url	455.0	21.0	4.615384615384616
https://blog.bookly.com/writing-community/	blog_post_url	8393.0	378.0	4.5037531276063385
https://blog.bookly.com/how-to-write-a-book/	blog_post_url	14182.0	637.0	4.491609081934847
https://blog.bookly.com/urban-fantasy-definition/	blog_post_url	476.0	21.0	4.411764705882353
https://blog.bookly.com/how-to-write-a-romance-novel/	blog_post_url	5397.0	238.0	4.409857328145266
https://blog.bookly.com/how-to-write-a-novel/	blog_post_url	30842.0	1337.0	4.3349977303676805
https://blog.bookly.com/creative-writing-prompts/fantasy/	blog_post_url	2149.0	91.0	4.234527687296417
https://blog.bookly.com/how-to-edit-a-book/	blog_post_url	1820.0	77.0	4.230769230769231
https://blog.bookly.com/how-to-outline-a-book/	blog_post_url	16576.0	700.0	4.222972972972973
https://blog.bookly.com/heros-journey//	blog_post_url	504.0	21.0	4.166666666666666
https://blog.bookly.com/book-cover-makers/	blog_post_url	3920.0	161.0	4.107142857142857
https://blog.bookly.com/how-to-copyright-a-book/	blog_post_url	6692.0	266.0	3.9748953974895396
https://blog.bookly.com/book-cover-design/	blog_post_url	6916.0	273.0	3.9473684210526314
https://blog.bookly.com/book-description/	blog_post_url	2093.0	77.0	3.678929765886288
https://blog.bookly.com/outline-a-memoir/	blog_post_url	1533.0	56.0	3.65296803652968
https://blog.bookly.com/kindle-direct-publishing/	blog_post_url	1533.0	56.0	3.65296803652968
https://blog.bookly.com/author-media-kit-template/	blog_post_url	959.0	35.0	3.64963503649635
https://blog.bookly.com/find-literary-agents/	blog_post_url	6986.0	252.0	3.6072144288577155
https://blog.bookly.com/vellum-software/	blog_post_url	1554.0	56.0	3.6036036036036037
https://blog.bookly.com/learning/	blog_post_url	973.0	35.0	3.597122302158273
https://blog.bookly.com/best-self-publishing-companies/	blog_post_url	11655.0	413.0	3.543543543543543
https://blog.bookly.com/creative-writing-prompts/general/	blog_post_url	602.0	21.0	3.488372093023256
https://blog.bookly.com/character-arc/	blog_post_url	6034.0	203.0	3.3642691415313224
https://blog.bookly.com/writing-tips/	blog_post_url	2310.0	77.0	3.3333333333333335
https://blog.bookly.com/what-is-flash-fiction/	blog_post_url	4837.0	161.0	3.3285094066570187
https://blog.bookly.com/bookbaby/	blog_post_url	1281.0	42.0	3.278688524590164
https://blog.bookly.com/creative-writing-prompts/historical-fiction/	blog_post_url	651.0	21.0	3.225806451612903
https://blog.bookly.com/book-promotion-services/	blog_post_url	2394.0	77.0	3.216374269005848
https://blog.bookly.com/narrative-arc/	blog_post_url	7504.0	238.0	3.171641791044776
https://blog.bookly.com/snowflake-method/	blog_post_url	2219.0	70.0	3.1545741324921135
https://blog.bookly.com/scrivener-3/	blog_post_url	1785.0	56.0	3.1372549019607843
https://blog.bookly.com/back-of-book-cover/	blog_post_url	3479.0	105.0	3.0181086519114686
https://blog.bookly.com/pacing-in-writing/	blog_post_url	1393.0	42.0	3.015075376884422
https://blog.bookly.com/how-to-start-a-publishing-company/	blog_post_url	6006.0	175.0	2.9137529137529135
https://blog.bookly.com/about-the-author-examples/	blog_post_url	8792.0	252.0	2.8662420382165608
https://blog.bookly.com/steps-for-putting-together-a-great-anthology/	blog_post_url	742.0	21.0	2.8301886792452833
https://blog.bookly.com/plot-generator/drama/	blog_post_url	2240.0	63.0	2.8125
https://blog.bookly.com/freelancer/how-to-become-a-ghostwriter/	blog_post_url	1498.0	42.0	2.803738317757009
https://blog.bookly.com/binge-watch-writer-streaming-tv/	blog_post_url	756.0	21.0	2.7777777777777777
https://blog.bookly.com/book-cover-ideas/	blog_post_url	4081.0	112.0	2.7444253859348198
https://blog.bookly.com/booktube-channels/	blog_post_url	777.0	21.0	2.7027027027027026
https://blog.bookly.com/createspace/	blog_post_url	4935.0	133.0	2.6950354609929077
https://blog.bookly.com/how-to-write-dialogue/	blog_post_url	6755.0	182.0	2.6943005181347153
https://blog.bookly.com/dynamic-character/	blog_post_url	1316.0	35.0	2.6595744680851063
https://blog.bookly.com/rhetorical-devices//	blog_post_url	798.0	21.0	2.631578947368421
https://blog.bookly.com/freelancer/how-to-become-a-book-cover-designer/	blog_post_url	1624.0	42.0	2.586206896551724
https://blog.bookly.com/best-writing-websites/	blog_post_url	2170.0	56.0	2.5806451612903225
https://blog.bookly.com/what-is-the-theme-of-a-book/	blog_post_url	4389.0	112.0	2.5518341307814993
https://blog.bookly.com/book-illustration-examples/	blog_post_url	833.0	21.0	2.5210084033613445
https://blog.bookly.com/how-to-write-a-childrens-picture-book/	blog_post_url	1694.0	42.0	2.479338842975207
https://blog.bookly.com/how-to-get-an-isbn/	blog_post_url	6545.0	161.0	2.4598930481283423
https://blog.bookly.com/list-of-print-book-distributors/	blog_post_url	1708.0	42.0	2.459016393442623
https://blog.bookly.com/character-name-generator/archetype/mentor/	blog_post_url	1715.0	42.0	2.4489795918367347
https://blog.bookly.com/childrens-book-illustrators/	blog_post_url	5341.0	126.0	2.3591087811271296
https://blog.bookly.com/critique-circle/	blog_post_url	896.0	21.0	2.34375
https://blog.bookly.com/how-to-write-a-short-story/	blog_post_url	34552.0	798.0	2.3095623987034037
https://blog.bookly.com/lulu-publishing/	blog_post_url	1834.0	42.0	2.2900763358778624
https://blog.bookly.com/print-on-demand-books/	blog_post_url	8330.0	182.0	2.1848739495798317
https://blog.bookly.com/novel-writing-software/	blog_post_url	12691.0	273.0	2.151130722559294
https://blog.bookly.com/character-motivation/	blog_post_url	2639.0	56.0	2.122015915119363
https://blog.bookly.com/how-many-words-in-a-novel/	blog_post_url	14875.0	315.0	2.1176470588235294
https://blog.bookly.com/what-is-typesetting/	blog_post_url	4298.0	91.0	2.1172638436482085
https://blog.bookly.com/how-to-promote-your-book/	blog_post_url	994.0	21.0	2.112676056338028
https://blog.bookly.com/author-websites/	blog_post_url	7847.0	161.0	2.0517395182872438
https://blog.bookly.com/largest-book-publishers/	blog_post_url	36323.0	742.0	2.0427828097899403
https://blog.bookly.com/pen-name-generator//	blog_post_url	23716.0	483.0	2.036599763872491
https://blog.bookly.com/book-title-generator/romance/	blog_post_url	54040.0	1099.0	2.033678756476684
https://blog.bookly.com/character-name-generator/archetype/sidekick/	blog_post_url	1736.0	35.0	2.0161290322580645
https://blog.bookly.com/independent-publishers/	blog_post_url	2793.0	56.0	2.0050125313283207
https://blog.bookly.com/how-to-self-publish-a-book/	blog_post_url	16527.0	329.0	1.9906819144430326
https://blog.bookly.com/book-title-generator/fantasy/	blog_post_url	45997.0	903.0	1.963171511185512
https://blog.bookly.com/book-title-generator/mystery/	blog_post_url	18718.0	357.0	1.9072550486163051
https://blog.bookly.com/punctuating-dialogue/	blog_post_url	2261.0	42.0	1.8575851393188854
https://blog.bookly.com/hemingway-app-review/	blog_post_url	2296.0	42.0	1.8292682926829267
https://blog.bookly.com/how-to-write-a-thriller/	blog_post_url	6895.0	126.0	1.8274111675126905
https://blog.bookly.com/writing-exercises/	blog_post_url	4228.0	77.0	1.8211920529801324
https://blog.bookly.com/characters-mannerisms/	blog_post_url	8281.0	147.0	1.7751479289940828
https://blog.bookly.com/kdp-select/	blog_post_url	5922.0	105.0	1.773049645390071
https://blog.bookly.com/how-to-write-a-childrens-book/	blog_post_url	8372.0	147.0	1.7558528428093645
https://blog.bookly.com/write-blurb-novel/	blog_post_url	9191.0	161.0	1.7517136329017517
https://blog.bookly.com/choosing-ghostwriter-step-by-step/	blog_post_url	2401.0	42.0	1.749271137026239
https://blog.bookly.com/how-to-get-your-book-published/	blog_post_url	10535.0	182.0	1.7275747508305648
https://blog.bookly.com/creative-writing-prompts/	blog_post_url	64225.0	1099.0	1.7111716621253406
https://blog.bookly.com/how-to-publish-a-childrens-book/	blog_post_url	27447.0	469.0	1.7087477684264218
https://blog.bookly.com/how-to-write-a-poem/	blog_post_url	2478.0	42.0	1.694915254237288
https://blog.bookly.com/dan-harmon-story-circle/	blog_post_url	21098.0	343.0	1.6257465162574651
https://blog.bookly.com/how-long-does-it-take-to-write-a-book/	blog_post_url	3479.0	56.0	1.6096579476861168
https://blog.bookly.com/picture-book-query-letter/	blog_post_url	2177.0	35.0	1.607717041800643
https://blog.bookly.com/how-to-start-a-story/	blog_post_url	10052.0	161.0	1.6016713091922006
https://blog.bookly.com/writing-apps/	blog_post_url	10255.0	161.0	1.5699658703071673
https://blog.bookly.com/character-descriptions/	blog_post_url	6699.0	105.0	1.5673981191222568
https://blog.bookly.com/book-cover-dimensions/	blog_post_url	5810.0	91.0	1.566265060240964
https://blog.bookly.com/book-title-generator/science-fiction/	blog_post_url	17437.0	273.0	1.5656362906463268
https://blog.bookly.com/romance-subgenres/	blog_post_url	2723.0	42.0	1.5424164524421593
https://blog.bookly.com/character-name-generator/mythology/celtic-mythology/	blog_post_url	1365.0	21.0	1.5384615384615385
https://blog.bookly.com/how-to-come-up-with-a-character-name/	blog_post_url	6230.0	91.0	1.4606741573033708
https://blog.bookly.com/book-title-generator/crime/	blog_post_url	21721.0	315.0	1.4502094747019014
https://bookly.com/discovery/blog/modern-fairy-tales	blog_post_url	1498.0	21.0	1.4018691588785046
https://blog.bookly.com/what-is-a-motif/	blog_post_url	6594.0	91.0	1.3800424628450108
https://blog.bookly.com/literary-devices//	blog_post_url	15848.0	217.0	1.3692579505300353
https://blog.bookly.com/character-name-generator/mythology/japanese-mythology/	blog_post_url	3136.0	42.0	1.3392857142857142
