blog_post_url	source	views	registration	conversion
https://blog.bookly.com/character-name-generator/mythology/norse-mythology/	blog_post_url	3164.0	0.0	0.0
https://blog.bookly.com/character-name-generator/medieval/old-german/	blog_post_url	3157.0	0.0	0.0
https://blog.bookly.com/character-name-generator/medieval/old-german//	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/character-name-generator/medieval/old-roman/	blog_post_url	5999.0	0.0	0.0
https://blog.bookly.com/character-name-generator/medieval/old-roman//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/character-name-generator/mythology/	blog_post_url	980.0	0.0	0.0
https://blog.bookly.com/character-name-generator/mythology/egyptian-mythology/	blog_post_url	1610.0	0.0	0.0
https://blog.bookly.com/character-name-generator/mythology/hindu-mythology/	blog_post_url	847.0	0.0	0.0
https://blog.bookly.com/character-name-generator/mythology/roman-mythology/	blog_post_url	1246.0	0.0	0.0
https://blog.bookly.com/childrens-book-illustrators//	blog_post_url	112.0	0.0	0.0
https://blog.bookly.com/blogging-for-authors-anne-r-allen-interview/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/character-quirks//	blog_post_url	133.0	0.0	0.0
https://blog.bookly.com/chekhovs-gun/	blog_post_url	1897.0	0.0	0.0
https://blog.bookly.com/childrens-book-covers/	blog_post_url	1358.0	0.0	0.0
https://blog.bookly.com/childrens-book-covers//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/childrens-book-editor/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/childrens-book-illustrations/	blog_post_url	196.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/anna-k-firth/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/cassie-rivers/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/biblioboard-self-e-project-indie-authors-in-libraries/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/chantel-chamonix/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/rory-freed/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/ruth-porritt/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/s-s-mukharjee-madivada/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/sandra-lester/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/thiago-loriggio/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/tim-law/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/vera-reynolds/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/zilla-babbitt/	blog_post_url	182.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/zoe-steinberg/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/comedy/page/2/	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/comedy/page/3/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/character-name-generator/language/spanish//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/contests/11/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/contests/33/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/contests/36/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/contests/39/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/contests/40/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/rashel-brase/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/randi-w/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/ramesh-suria/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/jianna-cayanan/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/chloe-ly-grimont/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/claire-reck-13929/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/deborah-mercer/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/diana-tisan-2833/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/dyana-j-stephen/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/emma-gaughan/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/harshini-jivaratnam/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/josiah-chia/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/r-kon/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/karen-mcdermott/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/kendra-stone/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/likhitha-ramagiri/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/lola-sable/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/marie-titcomb/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/masha-kurbatova/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/creative-writing-prompts/author/niveeidha-palani/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/freelancer/proofreading-rates//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/freelancerfriday-8-ellie-clarke-editor/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/live/amazon-market-niches-trends//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/cartoonist-for-hire/	blog_post_url	70.0	0.0	0.0
https://blog.bookly.com/learning/courses/editing/the-mechanics-of-writing-dialogue/	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/amazon-ads-authors/	blog_post_url	77.0	0.0	0.0
https://blog.bookly.com/category/book-design/	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/author-mailing-list/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/book-marketing-101/	blog_post_url	182.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/book-reviews/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/bookbub-ads/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/author-interview-nick-stephenson-author-marketing/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/how-to-find-your-target-readers/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/market-childrens-book/	blog_post_url	105.0	0.0	0.0
https://blog.bookly.com/learning/courses/marketing/ultimate-book-marketing-plan/	blog_post_url	77.0	0.0	0.0
https://blog.bookly.com/learning/courses/page/2/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/learning/courses/publishing/create-great-audiobook/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/publishing/crowdfunding-for-authors/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/publishing/how-to-publish-a-picture-book/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/author-bio//	blog_post_url	70.0	0.0	0.0
https://blog.bookly.com/learning/courses/editing/story-editing/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/editing/self-edit-like-a-pro/	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/author-media-kit-template//	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/kill-your-darlings/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/category/perfecting-craft/page/2/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/insecure-writers-support-group-author-interview/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/interview-freelance-developmental-editor-kiele-raymond/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/interview-harry-bingham-self-published-author/	blog_post_url	105.0	0.0	0.0
https://blog.bookly.com/joseph-alexander-interview/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/kdp-select//	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/kickstarter-self-publishing-childrens-lit/	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/book-cover-design//	blog_post_url	147.0	0.0	0.0
https://blog.bookly.com/learning/courses/editing/novel-revision-practical-tips-rewrites/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/author-websites//	blog_post_url	385.0	0.0	0.0
https://blog.bookly.com/category/marketing/	blog_post_url	133.0	0.0	0.0
https://blog.bookly.com/category/bookly-success-stories/	blog_post_url	77.0	0.0	0.0
https://blog.bookly.com/learning/courses/design/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/author-profiles-launch/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/distribution/pricing-books-international/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/learning/courses/editing/	blog_post_url	196.0	0.0	0.0
https://blog.bookly.com/learning/courses/publishing/what-do-agents-do/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/3-act-story-structure/	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/independent-publishers/page/3//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/anti-villain//	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/writing-cookbook/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/booktube-channels/page/4/	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/ya-that-sells/	blog_post_url	70.0	0.0	0.0
https://blog.bookly.com/libraries-self-publishing-authors/	blog_post_url	147.0	0.0	0.0
https://blog.bookly.com/booktube-channels/page/3/	blog_post_url	140.0	0.0	0.0
https://blog.bookly.com/list-forceful-verbs//	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/literary-agent-paul-lucas-self-published-author/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/literary-magazines/	blog_post_url	1008.0	0.0	0.0
https://blog.bookly.com/booktube-channels/page/2//	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/literary-magazines/page/2/	blog_post_url	161.0	0.0	0.0
https://blog.bookly.com/literary-magazines/page/2//	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/literary-magazines/page/3/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/literary-magazines/page/4/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/literary-magazines/page/6/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/live/	blog_post_url	308.0	0.0	0.0
https://blog.bookly.com/live/agent-read-your-entire-manuscript/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/live/amazon-market-niches-trends/	blog_post_url	539.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/write-business-book/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/understanding-point-of-view/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/stop-procrastinating-and-build-a-rock-solid-writing-routine/what-to-do-when-youre-super-blocked/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/novel-writing-101/the-planning-stage/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/anti-villain/	blog_post_url	4347.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/childrens-books-right-age//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/developing-characters-readers-will-love/	blog_post_url	161.0	0.0	0.0
https://blog.bookly.com/character-name-generator/medieval/	blog_post_url	2527.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/middle-grade-readers/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/novel-writing-101/	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/novel-writing-101/establishing-a-voice/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/novel-writing-101/type-novel-youre-writing/	blog_post_url	105.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/stop-procrastinating-and-build-a-rock-solid-writing-routine/introducing-prolifikology/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/short-story/building-characters/	blog_post_url	70.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/short-story/editing-your-work/	blog_post_url	161.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/short-story/embracing-the-restrictions/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/short-story/exploring-your-topic/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/booktube-channels/page/5/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/learning/courses/writing/short-story/stepping-back-after-the-first-draft/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/anti-hero//	blog_post_url	105.0	0.0	0.0
https://blog.bookly.com/indie-publishing/	blog_post_url	357.0	0.0	0.0
https://blog.bookly.com/category/understanding-publishing/	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/getting-traction-for-your-books-interviewing-justin-mares/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/how-to-market-a-nonfiction-book/	blog_post_url	252.0	0.0	0.0
https://blog.bookly.com/how-to-become-a-novelist//	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/how-to-become-a-writer/	blog_post_url	147.0	0.0	0.0
https://blog.bookly.com/how-to-become-an-author/	blog_post_url	413.0	0.0	0.0
https://blog.bookly.com/character-name-generator/fantasy/elf//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/how-to-choose-book-titles//	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/how-to-copyright-a-book//	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/character-name-generator/fantasy/dragon/	blog_post_url	11284.0	0.0	0.0
https://blog.bookly.com/how-to-edit-a-book//	blog_post_url	147.0	0.0	0.0
https://blog.bookly.com/how-to-end-a-story/	blog_post_url	2492.0	0.0	0.0
https://blog.bookly.com/how-to-end-a-story//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/character-name-generator/fantasy/	blog_post_url	3360.0	0.0	0.0
https://blog.bookly.com/how-to-format-a-book//	blog_post_url	70.0	0.0	0.0
https://blog.bookly.com/best-marketing-books/	blog_post_url	469.0	0.0	0.0
https://blog.bookly.com/how-to-get-book-reviews//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/how-to-get-your-book-published//	blog_post_url	147.0	0.0	0.0
https://blog.bookly.com/how-to-handle-bad-book-reviews/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/how-to-market-a-book/	blog_post_url	560.0	0.0	0.0
https://blog.bookly.com/how-my-editor-helped-me-understand-historical-fiction/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/how-many-words-in-a-novel//	blog_post_url	112.0	0.0	0.0
https://blog.bookly.com/how-long-should-a-chapter-be//	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/guide/point-of-view/first-person-pov//	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/getting-your-book-coverage-in-the-national-press/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/ghostwritten-books/	blog_post_url	1225.0	0.0	0.0
https://blog.bookly.com/gifts-for-writers/	blog_post_url	2891.0	0.0	0.0
https://blog.bookly.com/gifts-for-writers//	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/guide/nanowrimo/how-to-prepare-for-nanowrimo/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/guide/nanowrimo/preptober/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/guide/nanowrimo/shaelins-nanowrimo-experience/	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/guide/point-of-view/second-person-pov/	blog_post_url	4039.0	0.0	0.0
https://blog.bookly.com/how-long-does-it-take-to-write-a-book//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/guide/point-of-view/second-person-pov//	blog_post_url	70.0	0.0	0.0
https://blog.bookly.com/guide/point-of-view/third-person-limited-omniscient/	blog_post_url	3157.0	0.0	0.0
https://blog.bookly.com/guide/point-of-view/third-person-limited-omniscient//	blog_post_url	147.0	0.0	0.0
https://blog.bookly.com/hemingway-app-review//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/hire-ghostwriter-andrew-crofts/	blog_post_url	1967.0	0.0	0.0
https://blog.bookly.com/how-authors-and-editors-can-work-better-together/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/character-name-generator/fantasy/human//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/how-to-market-a-memoir/	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/how-to-outline-a-book//	blog_post_url	105.0	0.0	0.0
https://blog.bookly.com/independent-publishers/page/2/	blog_post_url	182.0	0.0	0.0
https://blog.bookly.com/how-to-publish-a-book-on-google-play/	blog_post_url	182.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-horror-story//	blog_post_url	126.0	0.0	0.0
https://blog.bookly.com/10-writers-block-memes-to-keep-your-book-afloat/	blog_post_url	217.0	0.0	0.0
https://blog.bookly.com/character-development-exercises//	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/author/martin/	blog_post_url	42.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-poem//	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/character-descriptions//	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-query-letter//	blog_post_url	224.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-romance-novel//	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-series/	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/character-arc//	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-synopsis//	blog_post_url	70.0	0.0	0.0
https://blog.bookly.com/author/arielle/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/how-to-write-dialogue//	blog_post_url	56.0	0.0	0.0
https://blog.bookly.com/how-to-write-faster/	blog_post_url	105.0	0.0	0.0
https://blog.bookly.com/hybrid-publishers/	blog_post_url	833.0	0.0	0.0
https://blog.bookly.com/inciting-incident/	blog_post_url	2114.0	0.0	0.0
https://blog.bookly.com/independent-publishers//	blog_post_url	140.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-fight-scene/	blog_post_url	1302.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-cookbook/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/how-to-write-a-childrens-book//	blog_post_url	77.0	0.0	0.0
https://blog.bookly.com/how-to-self-publish-a-book//	blog_post_url	399.0	0.0	0.0
https://blog.bookly.com/how-to-publish-a-book//	blog_post_url	91.0	0.0	0.0
https://blog.bookly.com/how-to-publish-a-childrens-book//	blog_post_url	651.0	0.0	0.0
https://blog.bookly.com/how-to-publish-a-short-story/	blog_post_url	343.0	0.0	0.0
https://blog.bookly.com/how-to-publish-an-ebook/	blog_post_url	112.0	0.0	0.0
https://blog.bookly.com/best-books-on-writing/	blog_post_url	1232.0	0.0	0.0
https://blog.bookly.com/how-to-publish-poetry/	blog_post_url	161.0	0.0	0.0
https://blog.bookly.com/how-to-revise-a-novel-step-by-step-guide/	blog_post_url	217.0	0.0	0.0
https://blog.bookly.com/how-to-self-publish-a-graphic-novel/	blog_post_url	434.0	0.0	0.0
https://blog.bookly.com/book-cover-art/	blog_post_url	448.0	0.0	0.0
https://blog.bookly.com/how-to-set-up-your-bookly-author-profile/	blog_post_url	35.0	0.0	0.0
https://blog.bookly.com/how-to-spark-the-curiosity-of-the-readers/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/character-name-generator/archetype/hero/	blog_post_url	5376.0	0.0	0.0
https://blog.bookly.com/how-to-start-a-story//	blog_post_url	252.0	0.0	0.0
https://blog.bookly.com/become-the-ceo-of-your-own-life/	blog_post_url	21.0	0.0	0.0
https://blog.bookly.com/character-name-generator/archetype/	blog_post_url	133.0	0.0	0.0
https://blog.bookly.com/authors-build-your-street-team-4-simple-steps/	blog_post_url	126.0	0.0	0.0
https://webcache.googleusercontent.com/search/	blog_post_url	105.0	0.0	0.0
